Student_ID,Age,Gender,College_Tier,City_Type,Monthly_Allowance,Has_Part_Time_Job,Uses_Finance_App,Top_3_Money_Challenges
855,20,F,Tier 1,Rural,8000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
856,21,F,Tier 3,Semi-urban,5000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
857,21,F,Tier 3,Rural,5000,No,Cred,"Loans, Rent sharing, No bank account"
858,18,F,Tier 3,Urban,5000,No,Walnut,"Lack of tools, Parental dependency, Side income"
859,21,M,Tier 1,Semi-urban,7000,No,Cred,"Budgeting, Saving, Loans"
860,20,F,Tier 1,Urban,4000,Yes,Cred,"Budgeting, Saving, Loans"
861,23,F,Tier 1,Rural,2000,Yes,None,"Budgeting, Saving, Loans"
862,23,Non-binary,Tier 3,Rural,7000,No,Splitwise,"Loans, Rent sharing, No bank account"
863,24,F,Tier 3,Urban,6000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
864,21,Non-binary,Tier 1,Semi-urban,5000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
865,23,Non-binary,Tier 3,Urban,3000,No,Cred,"Budgeting, Saving, Loans"
866,19,M,Tier 1,Semi-urban,4000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
867,24,M,Tier 1,Semi-urban,5000,No,Splitwise,"Loans, Rent sharing, No bank account"
868,21,M,Tier 1,Semi-urban,4000,No,Splitwise,"Budgeting, Saving, Loans"
869,19,M,Tier 2,Urban,3000,Yes,Splitwise,"Budgeting, Saving, Loans"
870,22,Non-binary,Tier 2,Semi-urban,5000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
871,22,M,Tier 3,Urban,2000,No,None,"Lack of tools, Parental dependency, Side income"
872,18,Non-binary,Tier 2,Urban,4000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
873,21,M,Tier 1,Urban,5000,No,None,"Loans, Rent sharing, No bank account"
874,22,F,Tier 3,Rural,5000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
875,22,F,Tier 1,Rural,4000,No,Cred,"Lack of tools, Parental dependency, Side income"
876,23,Non-binary,Tier 1,Rural,3000,No,None,"Tracking expenses, Overspending, Emergency funds"
877,18,F,Tier 3,Semi-urban,8000,No,Walnut,"Peer pressure spending, No financial knowledge, Saving"
878,18,F,Tier 1,Rural,4000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
879,23,Non-binary,Tier 2,Rural,6000,Yes,Splitwise,"Budgeting, Saving, Loans"
880,21,F,Tier 3,Rural,2000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
881,19,F,Tier 2,Semi-urban,3000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
882,24,F,Tier 2,Urban,8000,No,Splitwise,"Budgeting, Saving, Loans"
883,21,M,Tier 3,Rural,7000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
884,19,Non-binary,Tier 1,Urban,7000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
885,18,M,Tier 2,Urban,2000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
886,20,F,Tier 2,Urban,2000,No,Walnut,"Lack of tools, Parental dependency, Side income"
887,21,F,Tier 2,Urban,7000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
888,20,M,Tier 3,Rural,4000,Yes,Cred,"Budgeting, Saving, Loans"
889,19,F,Tier 1,Semi-urban,8000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
890,21,Non-binary,Tier 1,Rural,6000,No,Jupiter,"Loans, Rent sharing, No bank account"
891,20,Non-binary,Tier 3,Semi-urban,5000,Yes,Jupiter,"Lack of tools, Parental dependency, Side income"
892,20,Non-binary,Tier 3,Rural,8000,Yes,Cred,"Budgeting, Saving, Loans"
893,24,F,Tier 1,Rural,6000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
894,21,Non-binary,Tier 3,Urban,3000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
895,20,Non-binary,Tier 3,Semi-urban,6000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
896,24,F,Tier 3,Rural,2000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
897,24,M,Tier 1,Semi-urban,8000,Yes,None,"Lack of tools, Parental dependency, Side income"
898,21,M,Tier 1,Semi-urban,5000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
899,20,F,Tier 2,Rural,8000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
900,24,Non-binary,Tier 1,Semi-urban,6000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
901,18,M,Tier 1,Rural,5000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
902,21,M,Tier 2,Rural,6000,Yes,None,"Lack of tools, Parental dependency, Side income"
903,18,M,Tier 2,Urban,7000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
904,23,F,Tier 1,Urban,8000,No,None,"Peer pressure spending, No financial knowledge, Saving"
905,22,M,Tier 3,Semi-urban,5000,No,Walnut,"Peer pressure spending, No financial knowledge, Saving"
906,18,M,Tier 2,Urban,6000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
907,20,F,Tier 1,Semi-urban,3000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
908,19,F,Tier 1,Rural,5000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
909,23,F,Tier 2,Urban,4000,No,Cred,"Budgeting, Saving, Loans"
910,18,M,Tier 3,Rural,2000,Yes,Cred,"Loans, Rent sharing, No bank account"
911,24,M,Tier 3,Urban,5000,Yes,Jupiter,"Budgeting, Saving, Loans"
912,23,F,Tier 1,Urban,8000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
913,18,Non-binary,Tier 2,Urban,7000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
914,24,F,Tier 2,Rural,2000,Yes,Walnut,"Budgeting, Saving, Loans"
915,18,M,Tier 2,Semi-urban,6000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
916,19,M,Tier 3,Urban,6000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
917,19,F,Tier 3,Rural,6000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
918,24,Non-binary,Tier 3,Semi-urban,8000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
919,18,Non-binary,Tier 2,Semi-urban,6000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
920,22,M,Tier 1,Urban,7000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
921,19,Non-binary,Tier 3,Rural,6000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
922,19,Non-binary,Tier 2,Rural,3000,Yes,Walnut,"Loans, Rent sharing, No bank account"
923,19,Non-binary,Tier 2,Semi-urban,2000,No,None,"Tracking expenses, Overspending, Emergency funds"
924,21,F,Tier 1,Rural,8000,No,None,"Loans, Rent sharing, No bank account"
925,23,M,Tier 1,Semi-urban,5000,No,None,"Tracking expenses, Overspending, Emergency funds"
926,18,F,Tier 2,Semi-urban,3000,No,Cred,"Loans, Rent sharing, No bank account"
927,22,Non-binary,Tier 1,Semi-urban,3000,No,Jupiter,"Loans, Rent sharing, No bank account"
928,19,M,Tier 3,Urban,3000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
929,21,F,Tier 2,Rural,8000,Yes,Splitwise,"Budgeting, Saving, Loans"
930,23,M,Tier 3,Urban,3000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
931,20,F,Tier 2,Semi-urban,3000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
932,24,M,Tier 3,Rural,2000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
933,20,F,Tier 1,Rural,5000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
934,19,Non-binary,Tier 1,Semi-urban,2000,No,Cred,"Loans, Rent sharing, No bank account"
935,22,F,Tier 3,Rural,7000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
936,22,Non-binary,Tier 2,Semi-urban,5000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
937,23,F,Tier 2,Semi-urban,3000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
938,23,Non-binary,Tier 3,Semi-urban,8000,No,Walnut,"Budgeting, Saving, Loans"
939,18,Non-binary,Tier 3,Semi-urban,7000,No,Jupiter,"Lack of tools, Parental dependency, Side income"
940,24,F,Tier 1,Rural,3000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
941,24,F,Tier 1,Urban,8000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
942,19,M,Tier 3,Rural,6000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
943,20,F,Tier 3,Urban,4000,No,Walnut,"Lack of tools, Parental dependency, Side income"
944,18,M,Tier 2,Rural,4000,Yes,Walnut,"Loans, Rent sharing, No bank account"
945,22,F,Tier 2,Semi-urban,7000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
946,18,M,Tier 3,Rural,8000,No,Cred,"Loans, Rent sharing, No bank account"
947,20,Non-binary,Tier 2,Rural,2000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
948,22,F,Tier 1,Rural,2000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
949,23,Non-binary,Tier 2,Semi-urban,5000,No,Cred,"Budgeting, Saving, Loans"
950,21,F,Tier 3,Urban,6000,No,Jupiter,"Lack of tools, Parental dependency, Side income"
951,21,M,Tier 1,Rural,5000,No,Walnut,"Budgeting, Saving, Loans"
952,23,F,Tier 1,Semi-urban,6000,No,None,"Budgeting, Saving, Loans"
953,19,M,Tier 1,Urban,4000,No,Walnut,"Lack of tools, Parental dependency, Side income"
954,18,M,Tier 2,Semi-urban,8000,Yes,Walnut,"Loans, Rent sharing, No bank account"
955,22,F,Tier 2,Urban,4000,No,None,"Budgeting, Saving, Loans"
956,23,Non-binary,Tier 1,Semi-urban,6000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
957,24,F,Tier 1,Semi-urban,5000,No,Jupiter,"Loans, Rent sharing, No bank account"
958,23,Non-binary,Tier 2,Semi-urban,8000,Yes,None,"Lack of tools, Parental dependency, Side income"
959,19,M,Tier 2,Semi-urban,2000,No,Cred,"Lack of tools, Parental dependency, Side income"
960,18,F,Tier 1,Semi-urban,8000,Yes,Cred,"Budgeting, Saving, Loans"
961,23,F,Tier 2,Rural,7000,No,Cred,"Lack of tools, Parental dependency, Side income"
962,24,Non-binary,Tier 2,Rural,6000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
963,20,F,Tier 2,Urban,6000,No,None,"Tracking expenses, Overspending, Emergency funds"
964,24,M,Tier 2,Rural,6000,Yes,Splitwise,"Budgeting, Saving, Loans"
965,23,F,Tier 3,Semi-urban,8000,Yes,Cred,"Loans, Rent sharing, No bank account"
966,22,M,Tier 3,Semi-urban,5000,No,Walnut,"Budgeting, Saving, Loans"
967,24,M,Tier 3,Rural,2000,No,Walnut,"Lack of tools, Parental dependency, Side income"
968,18,Non-binary,Tier 1,Urban,5000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
969,24,Non-binary,Tier 2,Urban,3000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
970,22,M,Tier 3,Urban,3000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
971,24,Non-binary,Tier 2,Rural,6000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
972,18,Non-binary,Tier 3,Semi-urban,6000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
973,20,M,Tier 1,Urban,6000,Yes,None,"Budgeting, Saving, Loans"
974,22,F,Tier 1,Urban,8000,No,Splitwise,"Budgeting, Saving, Loans"
975,21,F,Tier 3,Urban,2000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
976,23,Non-binary,Tier 1,Semi-urban,2000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
977,20,Non-binary,Tier 2,Semi-urban,6000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
978,18,M,Tier 2,Urban,8000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
979,22,M,Tier 1,Semi-urban,2000,No,Jupiter,"Loans, Rent sharing, No bank account"
980,23,M,Tier 2,Urban,8000,No,Splitwise,"Loans, Rent sharing, No bank account"
981,20,M,Tier 3,Rural,4000,Yes,Splitwise,"Budgeting, Saving, Loans"
982,18,F,Tier 3,Urban,8000,No,Walnut,"Lack of tools, Parental dependency, Side income"
983,24,M,Tier 3,Rural,6000,Yes,None,"Lack of tools, Parental dependency, Side income"
984,21,M,Tier 2,Semi-urban,4000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
985,24,Non-binary,Tier 3,Urban,5000,No,Walnut,"Lack of tools, Parental dependency, Side income"
986,21,M,Tier 1,Semi-urban,4000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
987,18,Non-binary,Tier 3,Urban,5000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
988,21,M,Tier 2,Rural,7000,Yes,None,"Lack of tools, Parental dependency, Side income"
989,20,M,Tier 2,Semi-urban,5000,No,Walnut,"Budgeting, Saving, Loans"
990,23,Non-binary,Tier 3,Semi-urban,6000,Yes,None,"Budgeting, Saving, Loans"
991,24,F,Tier 1,Urban,6000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
992,21,F,Tier 1,Semi-urban,5000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
993,23,Non-binary,Tier 1,Rural,2000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
994,19,Non-binary,Tier 2,Rural,3000,No,Jupiter,"Budgeting, Saving, Loans"
995,21,F,Tier 1,Urban,4000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
996,19,Non-binary,Tier 2,Urban,5000,Yes,None,"Lack of tools, Parental dependency, Side income"
997,23,Non-binary,Tier 3,Semi-urban,3000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
998,22,Non-binary,Tier 3,Rural,6000,Yes,Cred,"Loans, Rent sharing, No bank account"
999,23,Non-binary,Tier 2,Semi-urban,6000,No,Walnut,"Loans, Rent sharing, No bank account"
1000,20,Non-binary,Tier 2,Rural,7000,Yes,Walnut,"Loans, Rent sharing, No bank account"
